P.k1.,T.k2.,Dry_Price.k3.,Wet_Price.k4.,Capital_cost.k5.,OM_cost.k6.,Sediment.k7.,Seismic.k8.,NPV,Build_decision
-40,4,0.042,0.023,200,75,0.9,1,-19.02148001,0
-20,4,0.042,0.023,200,75,0.9,1,-10.37485977,0
0,4,0.042,0.023,200,75,0.9,1,-8.852646142,0
20,4,0.042,0.023,200,75,0.9,1,-7.366210176,0
40,4,0.042,0.023,200,75,0.9,1,-5.803775325,0
-40,6,0.042,0.023,200,75,0.9,1,-19.27282072,0
-20,6,0.042,0.023,200,75,0.9,1,-10.45107862,0
0,6,0.042,0.023,200,75,0.9,1,-9.067751704,0
20,6,0.042,0.023,200,75,0.9,1,-7.661345537,0
40,6,0.042,0.023,200,75,0.9,1,-6.239578897,0
-40,0,0.084,0.023,200,75,0.9,1,-14.54356355,0
-20,0,0.084,0.023,200,75,0.9,1,-5.244907931,0
0,0,0.084,0.023,200,75,0.9,1,-2.038441981,0
20,0,0.084,0.023,200,75,0.9,1,1.19201505,1
40,0,0.084,0.023,200,75,0.9,1,4.527721865,1
-40,2,0.084,0.023,200,75,0.9,1,-15.56489117,0
-20,2,0.084,0.023,200,75,0.9,1,-5.534241898,0
0,2,0.084,0.023,200,75,0.9,1,-2.373804597,0
20,2,0.084,0.023,200,75,0.9,1,0.778583928,1
40,2,0.084,0.023,200,75,0.9,1,4.052931333,1
-40,4,0.084,0.023,200,75,0.9,1,-16.48972608,0
-20,4,0.084,0.023,200,75,0.9,1,-5.942959534,0
0,4,0.084,0.023,200,75,0.9,1,-2.898532284,0
20,4,0.084,0.023,200,75,0.9,1,0.074339648,1
40,4,0.084,0.023,200,75,0.9,1,3.199209351,1
-40,6,0.084,0.023,200,75,0.9,1,-16.78038358,0
-20,6,0.084,0.023,200,75,0.9,1,-6.09539725,0
0,6,0.084,0.023,200,75,0.9,1,-3.328743408,0
20,6,0.084,0.023,200,75,0.9,1,-0.515931074,0
40,6,0.084,0.023,200,75,0.9,1,2.327602206,1
-40,0,0.168,0.023,200,75,0.9,1,-8.710028484,0
-20,0,0.168,0.023,200,75,0.9,1,4.316944137,1
0,0,0.168,0.023,200,75,0.9,1,10.72987604,1
20,0,0.168,0.023,200,75,0.9,1,17.1907901,1
40,0,0.168,0.023,200,75,0.9,1,23.86220373,1
-40,2,0.168,0.023,200,75,0.9,1,-10.0996054,0
-20,2,0.168,0.023,200,75,0.9,1,3.738276203,1
0,2,0.168,0.023,200,75,0.9,1,10.05915081,1
20,2,0.168,0.023,200,75,0.9,1,16.36392786,1
40,2,0.168,0.023,200,75,0.9,1,22.91262267,1
-40,4,0.168,0.023,200,75,0.9,1,-11.42621822,0
-20,4,0.168,0.023,200,75,0.9,1,2.920840932,1
0,4,0.168,0.023,200,75,0.9,1,9.009695432,1
20,4,0.168,0.023,200,75,0.9,1,14.9554393,1
40,4,0.168,0.023,200,75,0.9,1,21.2051787,1
-40,6,0.168,0.023,200,75,0.9,1,-11.79550932,0
-20,6,0.168,0.023,200,75,0.9,1,2.615965501,1
0,6,0.168,0.023,200,75,0.9,1,8.149273184,1
20,6,0.168,0.023,200,75,0.9,1,13.77489785,1
40,6,0.168,0.023,200,75,0.9,1,19.46196441,1
-40,0,0.042,0.046,200,75,0.9,1,-10.33742971,0
-20,0,0.042,0.046,200,75,0.9,1,2.667406034,1
0,0,0.042,0.046,200,75,0.9,1,4.27063901,1
20,0,0.042,0.046,200,75,0.9,1,5.885867525,1
40,0,0.042,0.046,200,75,0.9,1,7.553720933,1
-40,2,0.042,0.046,200,75,0.9,1,-11.82771099,0
-20,2,0.042,0.046,200,75,0.9,1,2.522739051,1
0,2,0.042,0.046,200,75,0.9,1,4.102957702,1
20,2,0.042,0.046,200,75,0.9,1,5.679151964,1
40,2,0.042,0.046,200,75,0.9,1,7.316325666,1
-40,4,0.042,0.046,200,75,0.9,1,-13.07471396,0
-20,4,0.042,0.046,200,75,0.9,1,2.318380233,1
0,4,0.042,0.046,200,75,0.9,1,3.840593858,1
20,4,0.042,0.046,200,75,0.9,1,5.327029824,1
40,4,0.042,0.046,200,75,0.9,1,6.889464675,1
-40,6,0.042,0.046,200,75,0.9,1,-13.53807857,0
-20,6,0.042,0.046,200,75,0.9,1,2.242161375,1
0,6,0.042,0.046,200,75,0.9,1,3.625488296,1
20,6,0.042,0.046,200,75,0.9,1,5.031894463,1
40,6,0.042,0.046,200,75,0.9,1,6.453661103,1
-40,0,0.084,0.046,200,75,0.9,1,-7.420662172,0
-20,0,0.084,0.046,200,75,0.9,1,7.448332069,1
0,0,0.084,0.046,200,75,0.9,1,10.65479802,1
20,0,0.084,0.046,200,75,0.9,1,13.88525505,1
40,0,0.084,0.046,200,75,0.9,1,17.22096187,1
-40,2,0.084,0.046,200,75,0.9,1,-9.095068104,0
-20,2,0.084,0.046,200,75,0.9,1,7.158998102,1
0,2,0.084,0.046,200,75,0.9,1,10.3194354,1
20,2,0.084,0.046,200,75,0.9,1,13.47182393,1
40,2,0.084,0.046,200,75,0.9,1,16.74617133,1
-40,4,0.084,0.046,200,75,0.9,1,-10.54296003,0
-20,4,0.084,0.046,200,75,0.9,1,6.750280466,1
0,4,0.084,0.046,200,75,0.9,1,9.794707716,1
20,4,0.084,0.046,200,75,0.9,1,12.76757965,1
40,4,0.084,0.046,200,75,0.9,1,15.89244935,1
-40,6,0.084,0.046,200,75,0.9,1,-11.04564144,0
-20,6,0.084,0.046,200,75,0.9,1,6.59784275,1
0,6,0.084,0.046,200,75,0.9,1,9.364496592,1
20,6,0.084,0.046,200,75,0.9,1,12.17730893,1
40,6,0.084,0.046,200,75,0.9,1,15.02084221,1
-40,0,0.168,0.046,200,75,0.9,1,-1.587127104,0
-20,0,0.168,0.046,200,75,0.9,1,17.01018414,1
0,0,0.168,0.046,200,75,0.9,1,23.42311604,1
20,0,0.168,0.046,200,75,0.9,1,29.8840301,1
40,0,0.168,0.046,200,75,0.9,1,36.55544373,1
-40,2,0.168,0.046,200,75,0.9,1,-3.629782333,0
-20,2,0.168,0.046,200,75,0.9,1,16.4315162,1
0,2,0.168,0.046,200,75,0.9,1,22.75239081,1
20,2,0.168,0.046,200,75,0.9,1,29.05716786,1
40,2,0.168,0.046,200,75,0.9,1,35.60586267,1
-40,4,0.168,0.046,200,75,0.9,1,-5.479452162,0
-20,4,0.168,0.046,200,75,0.9,1,15.61408093,1
0,4,0.168,0.046,200,75,0.9,1,21.70293543,1
20,4,0.168,0.046,200,75,0.9,1,27.6486793,1
40,4,0.168,0.046,200,75,0.9,1,33.8984187,1
-40,6,0.168,0.046,200,75,0.9,1,-6.060767169,0
-20,6,0.168,0.046,200,75,0.9,1,15.3092055,1
0,6,0.168,0.046,200,75,0.9,1,20.84251318,1
20,6,0.168,0.046,200,75,0.9,1,26.46813785,1
40,6,0.168,0.046,200,75,0.9,1,32.15520441,1
-40,0,0.042,0.092,200,75,0.9,1,3.908373055,1
-20,0,0.042,0.092,200,75,0.9,1,28.05388603,1
0,0,0.042,0.092,200,75,0.9,1,29.65711901,1
20,0,0.042,0.092,200,75,0.9,1,31.27234753,1
40,0,0.042,0.092,200,75,0.9,1,32.94020093,1
-40,2,0.042,0.092,200,75,0.9,1,1.111935135,1
-20,2,0.042,0.092,200,75,0.9,1,27.90921905,1
0,2,0.042,0.092,200,75,0.9,1,29.4894377,1
20,2,0.042,0.092,200,75,0.9,1,31.06563196,1
40,2,0.042,0.092,200,75,0.9,1,32.70280567,1
-40,4,0.042,0.092,200,75,0.9,1,-1.181181851,0
-20,4,0.042,0.092,200,75,0.9,1,27.70486023,1
0,4,0.042,0.092,200,75,0.9,1,29.22707386,1
20,4,0.042,0.092,200,75,0.9,1,30.71350982,1
40,4,0.042,0.092,200,75,0.9,1,32.27594468,1
-40,6,0.042,0.092,200,75,0.9,1,-2.068594271,0
-20,6,0.042,0.092,200,75,0.9,1,27.62864138,1
0,6,0.042,0.092,200,75,0.9,1,29.0119683,1
20,6,0.042,0.092,200,75,0.9,1,30.41837446,1
40,6,0.042,0.092,200,75,0.9,1,31.8401411,1
-40,0,0.084,0.092,200,75,0.9,1,6.825140589,1
-20,0,0.084,0.092,200,75,0.9,1,32.83481207,1
0,0,0.084,0.092,200,75,0.9,1,36.04127802,1
20,0,0.084,0.092,200,75,0.9,1,39.27173505,1
40,0,0.084,0.092,200,75,0.9,1,42.60744187,1
-40,2,0.084,0.092,200,75,0.9,1,3.84457802,1
-20,2,0.084,0.092,200,75,0.9,1,32.5454781,1
0,2,0.084,0.092,200,75,0.9,1,35.7059154,1
20,2,0.084,0.092,200,75,0.9,1,38.85830393,1
40,2,0.084,0.092,200,75,0.9,1,42.13265133,1
-40,4,0.084,0.092,200,75,0.9,1,1.350572081,1
-20,4,0.084,0.092,200,75,0.9,1,32.13676047,1
0,4,0.084,0.092,200,75,0.9,1,35.18118772,1
20,4,0.084,0.092,200,75,0.9,1,38.15405965,1
40,4,0.084,0.092,200,75,0.9,1,41.27892935,1
-40,6,0.084,0.092,200,75,0.9,1,0.423842862,1
-20,6,0.084,0.092,200,75,0.9,1,31.98432275,1
0,6,0.084,0.092,200,75,0.9,1,34.75097659,1
20,6,0.084,0.092,200,75,0.9,1,37.56378893,1
40,6,0.084,0.092,200,75,0.9,1,40.40732221,1
-40,0,0.168,0.092,200,75,0.9,1,12.65867566,1
-20,0,0.168,0.092,200,75,0.9,1,42.39666414,1
0,0,0.168,0.092,200,75,0.9,1,48.80959604,1
20,0,0.168,0.092,200,75,0.9,1,55.2705101,1
40,0,0.168,0.092,200,75,0.9,1,61.94192373,1
-40,2,0.168,0.092,200,75,0.9,1,9.309863791,1
-20,2,0.168,0.092,200,75,0.9,1,41.8179962,1
0,2,0.168,0.092,200,75,0.9,1,48.13887081,1
20,2,0.168,0.092,200,75,0.9,1,54.44364786,1
40,2,0.168,0.092,200,75,0.9,1,60.99234267,1
-40,4,0.168,0.092,200,75,0.9,1,6.414079946,1
-20,4,0.168,0.092,200,75,0.9,1,41.00056093,1
0,4,0.168,0.092,200,75,0.9,1,47.08941543,1
20,4,0.168,0.092,200,75,0.9,1,53.0351593,1
40,4,0.168,0.092,200,75,0.9,1,59.2848987,1
-40,6,0.168,0.092,200,75,0.9,1,5.408717129,1
-20,6,0.168,0.092,200,75,0.9,1,40.6956855,1
0,6,0.168,0.092,200,75,0.9,1,46.22899318,1
20,6,0.168,0.092,200,75,0.9,1,51.85461785,1
40,6,0.168,0.092,200,75,0.9,1,57.54168441,1
-40,0,0.042,0.023,300,75,0.9,1,-27.46033109,0
-20,0,0.042,0.023,300,75,0.9,1,-20.02583397,0
0,0,0.042,0.023,300,75,0.9,1,-18.42260099,0
20,0,0.042,0.023,300,75,0.9,1,-16.80737247,0
40,0,0.042,0.023,300,75,0.9,1,-15.13951907,0
-40,2,0.042,0.023,300,75,0.9,1,-28.29753405,0
-20,2,0.042,0.023,300,75,0.9,1,-20.17050095,0
0,2,0.042,0.023,300,75,0.9,1,-18.5902823,0
20,2,0.042,0.023,300,75,0.9,1,-17.01408804,0
40,2,0.042,0.023,300,75,0.9,1,-15.37691433,0
-40,4,0.042,0.023,300,75,0.9,1,-29.02148001,0
-20,4,0.042,0.023,300,75,0.9,1,-20.37485977,0
0,4,0.042,0.023,300,75,0.9,1,-18.85264614,0
20,4,0.042,0.023,300,75,0.9,1,-17.36621018,0
40,4,0.042,0.023,300,75,0.9,1,-15.80377532,0
-40,6,0.042,0.023,300,75,0.9,1,-29.27282072,0
-20,6,0.042,0.023,300,75,0.9,1,-20.45107862,0
0,6,0.042,0.023,300,75,0.9,1,-19.0677517,0
20,6,0.042,0.023,300,75,0.9,1,-17.66134554,0
40,6,0.042,0.023,300,75,0.9,1,-16.2395789,0
-40,0,0.084,0.023,300,75,0.9,1,-24.54356355,0
-20,0,0.084,0.023,300,75,0.9,1,-15.24490793,0
0,0,0.084,0.023,300,75,0.9,1,-12.03844198,0
20,0,0.084,0.023,300,75,0.9,1,-8.80798495,0
40,0,0.084,0.023,300,75,0.9,1,-5.472278135,0
-40,2,0.084,0.023,300,75,0.9,1,-25.56489117,0
-20,2,0.084,0.023,300,75,0.9,1,-15.5342419,0
0,2,0.084,0.023,300,75,0.9,1,-12.3738046,0
20,2,0.084,0.023,300,75,0.9,1,-9.221416072,0
40,2,0.084,0.023,300,75,0.9,1,-5.947068667,0
-40,4,0.084,0.023,300,75,0.9,1,-26.48972608,0
-20,4,0.084,0.023,300,75,0.9,1,-15.94295953,0
0,4,0.084,0.023,300,75,0.9,1,-12.89853228,0
20,4,0.084,0.023,300,75,0.9,1,-9.925660352,0
40,4,0.084,0.023,300,75,0.9,1,-6.800790649,0
-40,6,0.084,0.023,300,75,0.9,1,-26.78038358,0
-20,6,0.084,0.023,300,75,0.9,1,-16.09539725,0
0,6,0.084,0.023,300,75,0.9,1,-13.32874341,0
20,6,0.084,0.023,300,75,0.9,1,-10.51593107,0
40,6,0.084,0.023,300,75,0.9,1,-7.672397794,0
-40,0,0.168,0.023,300,75,0.9,1,-18.71002848,0
-20,0,0.168,0.023,300,75,0.9,1,-5.683055863,0
0,0,0.168,0.023,300,75,0.9,1,0.729876038,1
20,0,0.168,0.023,300,75,0.9,1,7.1907901,1
40,0,0.168,0.023,300,75,0.9,1,13.86220373,1
-40,2,0.168,0.023,300,75,0.9,1,-20.0996054,0
-20,2,0.168,0.023,300,75,0.9,1,-6.261723797,0
0,2,0.168,0.023,300,75,0.9,1,0.059150806,1
20,2,0.168,0.023,300,75,0.9,1,6.363927856,1
40,2,0.168,0.023,300,75,0.9,1,12.91262267,1
-40,4,0.168,0.023,300,75,0.9,1,-21.42621822,0
-20,4,0.168,0.023,300,75,0.9,1,-7.079159068,0
0,4,0.168,0.023,300,75,0.9,1,-0.990304568,0
20,4,0.168,0.023,300,75,0.9,1,4.955439295,1
40,4,0.168,0.023,300,75,0.9,1,11.2051787,1
-40,6,0.168,0.023,300,75,0.9,1,-21.79550932,0
-20,6,0.168,0.023,300,75,0.9,1,-7.384034499,0
0,6,0.168,0.023,300,75,0.9,1,-1.850726816,0
20,6,0.168,0.023,300,75,0.9,1,3.774897853,1
40,6,0.168,0.023,300,75,0.9,1,9.461964411,1
-40,0,0.042,0.046,300,75,0.9,1,-20.33742971,0
-20,0,0.042,0.046,300,75,0.9,1,-7.332593966,0
0,0,0.042,0.046,300,75,0.9,1,-5.72936099,0
20,0,0.042,0.046,300,75,0.9,1,-4.114132475,0
40,0,0.042,0.046,300,75,0.9,1,-2.446279067,0
-40,2,0.042,0.046,300,75,0.9,1,-21.82771099,0
-20,2,0.042,0.046,300,75,0.9,1,-7.477260949,0
0,2,0.042,0.046,300,75,0.9,1,-5.897042298,0
20,2,0.042,0.046,300,75,0.9,1,-4.320848036,0
40,2,0.042,0.046,300,75,0.9,1,-2.683674334,0
-40,4,0.042,0.046,300,75,0.9,1,-23.07471396,0
-20,4,0.042,0.046,300,75,0.9,1,-7.681619767,0
0,4,0.042,0.046,300,75,0.9,1,-6.159406142,0
20,4,0.042,0.046,300,75,0.9,1,-4.672970176,0
40,4,0.042,0.046,300,75,0.9,1,-3.110535325,0
-40,6,0.042,0.046,300,75,0.9,1,-23.53807857,0
-20,6,0.042,0.046,300,75,0.9,1,-7.757838625,0
0,6,0.042,0.046,300,75,0.9,1,-6.374511704,0
20,6,0.042,0.046,300,75,0.9,1,-4.968105537,0
40,6,0.042,0.046,300,75,0.9,1,-3.546338897,0
-40,0,0.084,0.046,300,75,0.9,1,-17.42066217,0
-20,0,0.084,0.046,300,75,0.9,1,-2.551667931,0
0,0,0.084,0.046,300,75,0.9,1,0.654798019,1
20,0,0.084,0.046,300,75,0.9,1,3.88525505,1
40,0,0.084,0.046,300,75,0.9,1,7.220961865,1
-40,2,0.084,0.046,300,75,0.9,1,-19.0950681,0
-20,2,0.084,0.046,300,75,0.9,1,-2.841001898,0
0,2,0.084,0.046,300,75,0.9,1,0.319435403,1
20,2,0.084,0.046,300,75,0.9,1,3.471823928,1
40,2,0.084,0.046,300,75,0.9,1,6.746171333,1
-40,4,0.084,0.046,300,75,0.9,1,-20.54296003,0
-20,4,0.084,0.046,300,75,0.9,1,-3.249719534,0
0,4,0.084,0.046,300,75,0.9,1,-0.205292284,0
20,4,0.084,0.046,300,75,0.9,1,2.767579648,1
40,4,0.084,0.046,300,75,0.9,1,5.892449351,1
-40,6,0.084,0.046,300,75,0.9,1,-21.04564144,0
-20,6,0.084,0.046,300,75,0.9,1,-3.40215725,0
0,6,0.084,0.046,300,75,0.9,1,-0.635503408,0
20,6,0.084,0.046,300,75,0.9,1,2.177308926,1
40,6,0.084,0.046,300,75,0.9,1,5.020842206,1
-40,0,0.168,0.046,300,75,0.9,1,-11.5871271,0
-20,0,0.168,0.046,300,75,0.9,1,7.010184137,1
0,0,0.168,0.046,300,75,0.9,1,13.42311604,1
20,0,0.168,0.046,300,75,0.9,1,19.8840301,1
40,0,0.168,0.046,300,75,0.9,1,26.55544373,1
-40,2,0.168,0.046,300,75,0.9,1,-13.62978233,0
-20,2,0.168,0.046,300,75,0.9,1,6.431516203,1
0,2,0.168,0.046,300,75,0.9,1,12.75239081,1
20,2,0.168,0.046,300,75,0.9,1,19.05716786,1
40,2,0.168,0.046,300,75,0.9,1,25.60586267,1
-40,4,0.168,0.046,300,75,0.9,1,-15.47945216,0
-20,4,0.168,0.046,300,75,0.9,1,5.614080932,1
0,4,0.168,0.046,300,75,0.9,1,11.70293543,1
20,4,0.168,0.046,300,75,0.9,1,17.6486793,1
40,4,0.168,0.046,300,75,0.9,1,23.8984187,1
-40,6,0.168,0.046,300,75,0.9,1,-16.06076717,0
-20,6,0.168,0.046,300,75,0.9,1,5.309205501,1
0,6,0.168,0.046,300,75,0.9,1,10.84251318,1
20,6,0.168,0.046,300,75,0.9,1,16.46813785,1
40,6,0.168,0.046,300,75,0.9,1,22.15520441,1
-40,0,0.042,0.092,300,75,0.9,1,-6.091626945,0
-20,0,0.042,0.092,300,75,0.9,1,18.05388603,1
0,0,0.042,0.092,300,75,0.9,1,19.65711901,1
20,0,0.042,0.092,300,75,0.9,1,21.27234753,1
40,0,0.042,0.092,300,75,0.9,1,22.94020093,1
-40,2,0.042,0.092,300,75,0.9,1,-8.888064865,0
-20,2,0.042,0.092,300,75,0.9,1,17.90921905,1
0,2,0.042,0.092,300,75,0.9,1,19.4894377,1
20,2,0.042,0.092,300,75,0.9,1,21.06563196,1
40,2,0.042,0.092,300,75,0.9,1,22.70280567,1
-40,4,0.042,0.092,300,75,0.9,1,-11.18118185,0
-20,4,0.042,0.092,300,75,0.9,1,17.70486023,1
0,4,0.042,0.092,300,75,0.9,1,19.22707386,1
20,4,0.042,0.092,300,75,0.9,1,20.71350982,1
40,4,0.042,0.092,300,75,0.9,1,22.27594468,1
-40,6,0.042,0.092,300,75,0.9,1,-12.06859427,0
-20,6,0.042,0.092,300,75,0.9,1,17.62864138,1
0,6,0.042,0.092,300,75,0.9,1,19.0119683,1
20,6,0.042,0.092,300,75,0.9,1,20.41837446,1
40,6,0.042,0.092,300,75,0.9,1,21.8401411,1
-40,0,0.084,0.092,300,75,0.9,1,-3.174859411,0
-20,0,0.084,0.092,300,75,0.9,1,22.83481207,1
0,0,0.084,0.092,300,75,0.9,1,26.04127802,1
20,0,0.084,0.092,300,75,0.9,1,29.27173505,1
40,0,0.084,0.092,300,75,0.9,1,32.60744187,1
-40,2,0.084,0.092,300,75,0.9,1,-6.15542198,0
-20,2,0.084,0.092,300,75,0.9,1,22.5454781,1
0,2,0.084,0.092,300,75,0.9,1,25.7059154,1
20,2,0.084,0.092,300,75,0.9,1,28.85830393,1
40,2,0.084,0.092,300,75,0.9,1,32.13265133,1
-40,4,0.084,0.092,300,75,0.9,1,-8.649427919,0
-20,4,0.084,0.092,300,75,0.9,1,22.13676047,1
0,4,0.084,0.092,300,75,0.9,1,25.18118772,1
20,4,0.084,0.092,300,75,0.9,1,28.15405965,1
40,4,0.084,0.092,300,75,0.9,1,31.27892935,1
-40,6,0.084,0.092,300,75,0.9,1,-9.576157138,0
-20,6,0.084,0.092,300,75,0.9,1,21.98432275,1
0,6,0.084,0.092,300,75,0.9,1,24.75097659,1
20,6,0.084,0.092,300,75,0.9,1,27.56378893,1
40,6,0.084,0.092,300,75,0.9,1,30.40732221,1
-40,0,0.168,0.092,300,75,0.9,1,2.658675656,1
-20,0,0.168,0.092,300,75,0.9,1,32.39666414,1
0,0,0.168,0.092,300,75,0.9,1,38.80959604,1
20,0,0.168,0.092,300,75,0.9,1,45.2705101,1
40,0,0.168,0.092,300,75,0.9,1,51.94192373,1
-40,2,0.168,0.092,300,75,0.9,1,-0.690136209,0
-20,2,0.168,0.092,300,75,0.9,1,31.8179962,1
0,2,0.168,0.092,300,75,0.9,1,38.13887081,1
20,2,0.168,0.092,300,75,0.9,1,44.44364786,1
40,2,0.168,0.092,300,75,0.9,1,50.99234267,1
-40,4,0.168,0.092,300,75,0.9,1,-3.585920054,0
-20,4,0.168,0.092,300,75,0.9,1,31.00056093,1
0,4,0.168,0.092,300,75,0.9,1,37.08941543,1
20,4,0.168,0.092,300,75,0.9,1,43.0351593,1
40,4,0.168,0.092,300,75,0.9,1,49.2848987,1
-40,6,0.168,0.092,300,75,0.9,1,-4.591282871,0
-20,6,0.168,0.092,300,75,0.9,1,30.6956855,1
0,6,0.168,0.092,300,75,0.9,1,36.22899318,1
20,6,0.168,0.092,300,75,0.9,1,41.85461785,1
40,6,0.168,0.092,300,75,0.9,1,47.54168441,1
-40,0,0.042,0.023,100,100,0.9,1,-9.960331086,0
-20,0,0.042,0.023,100,100,0.9,1,-2.525833966,0
0,0,0.042,0.023,100,100,0.9,1,-0.92260099,0
20,0,0.042,0.023,100,100,0.9,1,0.692627525,1
40,0,0.042,0.023,100,100,0.9,1,2.360480933,1
-40,2,0.042,0.023,100,100,0.9,1,-10.79753405,0
-20,2,0.042,0.023,100,100,0.9,1,-2.670500949,0
0,2,0.042,0.023,100,100,0.9,1,-1.090282298,0
20,2,0.042,0.023,100,100,0.9,1,0.485911964,1
40,2,0.042,0.023,100,100,0.9,1,2.123085666,1
-40,4,0.042,0.023,100,100,0.9,1,-11.52148001,0
-20,4,0.042,0.023,100,100,0.9,1,-2.874859767,0
0,4,0.042,0.023,100,100,0.9,1,-1.352646142,0
20,4,0.042,0.023,100,100,0.9,1,0.133789824,1
40,4,0.042,0.023,100,100,0.9,1,1.696224675,1
-40,6,0.042,0.023,100,100,0.9,1,-11.77282072,0
-20,6,0.042,0.023,100,100,0.9,1,-2.951078625,0
0,6,0.042,0.023,100,100,0.9,1,-1.567751704,0
20,6,0.042,0.023,100,100,0.9,1,-0.161345537,0
40,6,0.042,0.023,100,100,0.9,1,1.260421103,1
-40,0,0.084,0.023,100,100,0.9,1,-7.043563552,0
-20,0,0.084,0.023,100,100,0.9,1,2.255092069,1
0,0,0.084,0.023,100,100,0.9,1,5.461558019,1
20,0,0.084,0.023,100,100,0.9,1,8.69201505,1
40,0,0.084,0.023,100,100,0.9,1,12.02772187,1
-40,2,0.084,0.023,100,100,0.9,1,-8.064891167,0
-20,2,0.084,0.023,100,100,0.9,1,1.965758102,1
0,2,0.084,0.023,100,100,0.9,1,5.126195403,1
20,2,0.084,0.023,100,100,0.9,1,8.278583928,1
40,2,0.084,0.023,100,100,0.9,1,11.55293133,1
-40,4,0.084,0.023,100,100,0.9,1,-8.989726081,0
-20,4,0.084,0.023,100,100,0.9,1,1.557040466,1
0,4,0.084,0.023,100,100,0.9,1,4.601467716,1
20,4,0.084,0.023,100,100,0.9,1,7.574339648,1
40,4,0.084,0.023,100,100,0.9,1,10.69920935,1
-40,6,0.084,0.023,100,100,0.9,1,-9.280383585,0
-20,6,0.084,0.023,100,100,0.9,1,1.40460275,1
0,6,0.084,0.023,100,100,0.9,1,4.171256592,1
20,6,0.084,0.023,100,100,0.9,1,6.984068926,1
40,6,0.084,0.023,100,100,0.9,1,9.827602206,1
-40,0,0.168,0.023,100,100,0.9,1,-1.210028484,0
-20,0,0.168,0.023,100,100,0.9,1,11.81694414,1
0,0,0.168,0.023,100,100,0.9,1,18.22987604,1
20,0,0.168,0.023,100,100,0.9,1,24.6907901,1
40,0,0.168,0.023,100,100,0.9,1,31.36220373,1
-40,2,0.168,0.023,100,100,0.9,1,-2.599605395,0
-20,2,0.168,0.023,100,100,0.9,1,11.2382762,1
0,2,0.168,0.023,100,100,0.9,1,17.55915081,1
20,2,0.168,0.023,100,100,0.9,1,23.86392786,1
40,2,0.168,0.023,100,100,0.9,1,30.41262267,1
-40,4,0.168,0.023,100,100,0.9,1,-3.926218216,0
-20,4,0.168,0.023,100,100,0.9,1,10.42084093,1
0,4,0.168,0.023,100,100,0.9,1,16.50969543,1
20,4,0.168,0.023,100,100,0.9,1,22.4554393,1
40,4,0.168,0.023,100,100,0.9,1,28.7051787,1
-40,6,0.168,0.023,100,100,0.9,1,-4.295509318,0
-20,6,0.168,0.023,100,100,0.9,1,10.1159655,1
0,6,0.168,0.023,100,100,0.9,1,15.64927318,1
20,6,0.168,0.023,100,100,0.9,1,21.27489785,1
40,6,0.168,0.023,100,100,0.9,1,26.96196441,1
-40,0,0.042,0.046,100,100,0.9,1,-2.837429706,0
-20,0,0.042,0.046,100,100,0.9,1,10.16740603,1
0,0,0.042,0.046,100,100,0.9,1,11.77063901,1
20,0,0.042,0.046,100,100,0.9,1,13.38586753,1
40,0,0.042,0.046,100,100,0.9,1,15.05372093,1
-40,2,0.042,0.046,100,100,0.9,1,-4.32771099,0
-20,2,0.042,0.046,100,100,0.9,1,10.02273905,1
0,2,0.042,0.046,100,100,0.9,1,11.6029577,1
20,2,0.042,0.046,100,100,0.9,1,13.17915196,1
40,2,0.042,0.046,100,100,0.9,1,14.81632567,1
-40,4,0.042,0.046,100,100,0.9,1,-5.574713959,0
-20,4,0.042,0.046,100,100,0.9,1,9.818380233,1
0,4,0.042,0.046,100,100,0.9,1,11.34059386,1
20,4,0.042,0.046,100,100,0.9,1,12.82702982,1
40,4,0.042,0.046,100,100,0.9,1,14.38946468,1
-40,6,0.042,0.046,100,100,0.9,1,-6.038078569,0
-20,6,0.042,0.046,100,100,0.9,1,9.742161375,1
0,6,0.042,0.046,100,100,0.9,1,11.1254883,1
20,6,0.042,0.046,100,100,0.9,1,12.53189446,1
40,6,0.042,0.046,100,100,0.9,1,13.9536611,1
-40,0,0.084,0.046,100,100,0.9,1,0.079337828,1
-20,0,0.084,0.046,100,100,0.9,1,14.94833207,1
0,0,0.084,0.046,100,100,0.9,1,18.15479802,1
20,0,0.084,0.046,100,100,0.9,1,21.38525505,1
40,0,0.084,0.046,100,100,0.9,1,24.72096187,1
-40,2,0.084,0.046,100,100,0.9,1,-1.595068104,0
-20,2,0.084,0.046,100,100,0.9,1,14.6589981,1
0,2,0.084,0.046,100,100,0.9,1,17.8194354,1
20,2,0.084,0.046,100,100,0.9,1,20.97182393,1
40,2,0.084,0.046,100,100,0.9,1,24.24617133,1
-40,4,0.084,0.046,100,100,0.9,1,-3.042960027,0
-20,4,0.084,0.046,100,100,0.9,1,14.25028047,1
0,4,0.084,0.046,100,100,0.9,1,17.29470772,1
20,4,0.084,0.046,100,100,0.9,1,20.26757965,1
40,4,0.084,0.046,100,100,0.9,1,23.39244935,1
-40,6,0.084,0.046,100,100,0.9,1,-3.545641436,0
-20,6,0.084,0.046,100,100,0.9,1,14.09784275,1
0,6,0.084,0.046,100,100,0.9,1,16.86449659,1
20,6,0.084,0.046,100,100,0.9,1,19.67730893,1
40,6,0.084,0.046,100,100,0.9,1,22.52084221,1
-40,0,0.168,0.046,100,100,0.9,1,5.912872896,1
-20,0,0.168,0.046,100,100,0.9,1,24.51018414,1
