P.k1.,T.k2.,Dry_Price.k3.,Wet_Price.k4.,Capital_cost.k5.,OM_cost.k6.,Sediment.k7.,Seismic.k8.,NPV,Build_decision
-20,0,0.168,0.046,200,75,0.8,0,33.05046875,1
0,0,0.168,0.046,200,75,0.8,0,41.19387433,1
20,0,0.168,0.046,200,75,0.8,0,49.39820965,1
40,0,0.168,0.046,200,75,0.8,0,57.86984601,1
-40,2,0.168,0.046,200,75,0.8,0,2.811387513,1
-20,2,0.168,0.046,200,75,0.8,0,32.31565232,1
0,2,0.168,0.046,200,75,0.8,0,40.34215975,1
20,2,0.168,0.046,200,75,0.8,0,48.34822585,1
40,2,0.168,0.046,200,75,0.8,0,56.66402878,1
-40,4,0.168,0.046,200,75,0.8,0,0.462600429,1
-20,4,0.168,0.046,200,75,0.8,0,30.30714405,1
0,4,0.168,0.046,200,75,0.8,0,39.00951801,1
20,4,0.168,0.046,200,75,0.8,0,46.55966895,1
40,4,0.168,0.046,200,75,0.8,0,54.49584597,1
-40,6,0.168,0.046,200,75,0.8,0,-0.275577358,0
-20,6,0.168,0.046,200,75,0.8,0,28.36068639,1
0,6,0.168,0.046,200,75,0.8,0,37.91691833,1
20,6,0.168,0.046,200,75,0.8,0,45.0605687,1
40,6,0.168,0.046,200,75,0.8,0,52.28224052,1
-40,0,0.042,0.092,200,75,0.8,0,12.38364832,1
-20,0,0.042,0.092,200,75,0.8,0,51.10381719,1
0,0,0.042,0.092,200,75,0.8,0,53.13966858,1
20,0,0.042,0.092,200,75,0.8,0,55.19075241,1
40,0,0.042,0.092,200,75,0.8,0,57.3086615,1
-40,2,0.042,0.092,200,75,0.8,0,8.832616044,1
-20,2,0.042,0.092,200,75,0.8,0,50.92011308,1
0,2,0.042,0.092,200,75,0.8,0,52.92673994,1
20,2,0.042,0.092,200,75,0.8,0,54.92825646,1
40,2,0.042,0.092,200,75,0.8,0,57.0072072,1
-40,4,0.042,0.092,200,75,0.8,0,5.920721459,1
-20,4,0.042,0.092,200,75,0.8,0,48.71961936,1
0,4,0.042,0.092,200,75,0.8,0,52.5935795,1
20,4,0.042,0.092,200,75,0.8,0,54.48111724,1
40,4,0.042,0.092,200,75,0.8,0,56.46516149,1
-40,6,0.042,0.092,200,75,0.8,0,4.793848545,1
-20,6,0.042,0.092,200,75,0.8,0,45.504205,1
0,6,0.042,0.092,200,75,0.8,0,52.32042958,1
20,6,0.042,0.092,200,75,0.8,0,54.10634218,1
40,6,0.042,0.092,200,75,0.8,0,55.91176013,1
-40,0,0.084,0.092,200,75,0.8,0,16.08748011,1
-20,0,0.084,0.092,200,75,0.8,0,57.17483437,1
0,0,0.084,0.092,200,75,0.8,0,61.24653717,1
20,0,0.084,0.092,200,75,0.8,0,65.34870483,1
40,0,0.084,0.092,200,75,0.8,0,69.584523,1
-40,2,0.084,0.092,200,75,0.8,0,12.30263876,1
-20,2,0.084,0.092,200,75,0.8,0,56.80742616,1
0,2,0.084,0.092,200,75,0.8,0,60.82067988,1
20,2,0.084,0.092,200,75,0.8,0,64.82371292,1
40,2,0.084,0.092,200,75,0.8,0,68.98161439,1
-40,4,0.084,0.092,200,75,0.8,0,9.135647087,1
-20,4,0.084,0.092,200,75,0.8,0,54.34742918,1
0,4,0.084,0.092,200,75,0.8,0,60.154359,1
20,4,0.084,0.092,200,75,0.8,0,63.92943447,1
40,4,0.084,0.092,200,75,0.8,0,67.89752299,1
-40,6,0.084,0.092,200,75,0.8,0,7.958848079,1
-20,6,0.084,0.092,200,75,0.8,0,51.03522897,1
0,6,0.084,0.092,200,75,0.8,0,59.60805916,1
20,6,0.084,0.092,200,75,0.8,0,63.17988435,1
40,6,0.084,0.092,200,75,0.8,0,66.79072026,1
-40,0,0.168,0.092,200,75,0.8,0,23.49514369,1
-20,0,0.168,0.092,200,75,0.8,0,69.31686875,1
0,0,0.168,0.092,200,75,0.8,0,77.46027433,1
20,0,0.168,0.092,200,75,0.8,0,85.66460965,1
40,0,0.168,0.092,200,75,0.8,0,94.13624601,1
-40,2,0.168,0.092,200,75,0.8,0,19.24268418,1
-20,2,0.168,0.092,200,75,0.8,0,68.58205232,1
0,2,0.168,0.092,200,75,0.8,0,76.60855975,1
20,2,0.168,0.092,200,75,0.8,0,84.61462585,1
40,2,0.168,0.092,200,75,0.8,0,92.93042878,1
-40,4,0.168,0.092,200,75,0.8,0,15.56549834,1
-20,4,0.168,0.092,200,75,0.8,0,65.60304882,1
0,4,0.168,0.092,200,75,0.8,0,75.27591801,1
20,4,0.168,0.092,200,75,0.8,0,82.82606895,1
40,4,0.168,0.092,200,75,0.8,0,90.76224597,1
-40,6,0.168,0.092,200,75,0.8,0,14.28884715,1
-20,6,0.168,0.092,200,75,0.8,0,62.09727691,1
0,6,0.168,0.092,200,75,0.8,0,74.18331833,1
20,6,0.168,0.092,200,75,0.8,0,81.3269687,1
40,6,0.168,0.092,200,75,0.8,0,88.54864052,1
-40,0,0.042,0.023,300,75,0.8,0,-24.75121408,0
-20,0,0.042,0.023,300,75,0.8,0,-13.29578281,0
0,0,0.042,0.023,300,75,0.8,0,-11.25993142,0
20,0,0.042,0.023,300,75,0.8,0,-9.208847587,0
40,0,0.042,0.023,300,75,0.8,0,-7.090938498,0
-40,2,0.042,0.023,300,75,0.8,0,-25.81432896,0
-20,2,0.042,0.023,300,75,0.8,0,-13.47948692,0
0,2,0.042,0.023,300,75,0.8,0,-11.47286006,0
20,2,0.042,0.023,300,75,0.8,0,-9.471343538,0
40,2,0.042,0.023,300,75,0.8,0,-7.392392805,0
-40,4,0.042,0.023,300,75,0.8,0,-26.73362541,0
-20,4,0.042,0.023,300,75,0.8,0,-14.22423779,0
0,4,0.042,0.023,300,75,0.8,0,-11.8060205,0
20,4,0.042,0.023,300,75,0.8,0,-9.918482763,0
40,4,0.042,0.023,300,75,0.8,0,-7.934438507,0
-40,6,0.042,0.023,300,75,0.8,0,-27.05278821,0
-20,6,0.042,0.023,300,75,0.8,0,-15.10068077,0
0,6,0.042,0.023,300,75,0.8,0,-12.07917042,0
20,6,0.042,0.023,300,75,0.8,0,-10.29325782,0
40,6,0.042,0.023,300,75,0.8,0,-8.487839869,0
-40,0,0.084,0.023,300,75,0.8,0,-21.04738229,0
-20,0,0.084,0.023,300,75,0.8,0,-7.224765627,0
0,0,0.084,0.023,300,75,0.8,0,-3.153062833,0
20,0,0.084,0.023,300,75,0.8,0,0.949104826,1
40,0,0.084,0.023,300,75,0.8,0,5.184923004,1
-40,2,0.084,0.023,300,75,0.8,0,-22.34430624,0
-20,2,0.084,0.023,300,75,0.8,0,-7.592173839,0
0,2,0.084,0.023,300,75,0.8,0,-3.578920123,0
20,2,0.084,0.023,300,75,0.8,0,0.424112925,1
40,2,0.084,0.023,300,75,0.8,0,4.582014391,1
-40,4,0.084,0.023,300,75,0.8,0,-23.51869979,0
-20,4,0.084,0.023,300,75,0.8,0,-8.596427975,0
0,4,0.084,0.023,300,75,0.8,0,-4.245240996,0
20,4,0.084,0.023,300,75,0.8,0,-0.470165527,0
40,4,0.084,0.023,300,75,0.8,0,3.497922985,1
-40,6,0.084,0.023,300,75,0.8,0,-23.88778868,0
-20,6,0.084,0.023,300,75,0.8,0,-9.569656805,0
0,6,0.084,0.023,300,75,0.8,0,-4.791540836,0
20,6,0.084,0.023,300,75,0.8,0,-1.219715649,0
40,6,0.084,0.023,300,75,0.8,0,2.391120261,1
-40,0,0.168,0.023,300,75,0.8,0,-13.63971871,0
-20,0,0.168,0.023,300,75,0.8,0,4.917268746,1
0,0,0.168,0.023,300,75,0.8,0,13.06067433,1
20,0,0.168,0.023,300,75,0.8,0,21.26500965,1
40,0,0.168,0.023,300,75,0.8,0,29.73664601,1
-40,2,0.168,0.023,300,75,0.8,0,-15.40426082,0
-20,2,0.168,0.023,300,75,0.8,0,4.182452322,1
0,2,0.168,0.023,300,75,0.8,0,12.20895975,1
20,2,0.168,0.023,300,75,0.8,0,20.21502585,1
40,2,0.168,0.023,300,75,0.8,0,28.53082878,1
-40,4,0.168,0.023,300,75,0.8,0,-17.08884853,0
-20,4,0.168,0.023,300,75,0.8,0,2.659191664,1
0,4,0.168,0.023,300,75,0.8,0,10.87631801,1
20,4,0.168,0.023,300,75,0.8,0,18.42646895,1
40,4,0.168,0.023,300,75,0.8,0,26.36264597,1
-40,6,0.168,0.023,300,75,0.8,0,-17.55778961,0
-20,6,0.168,0.023,300,75,0.8,0,1.492391132,1
0,6,0.168,0.023,300,75,0.8,0,9.783718328,1
20,6,0.168,0.023,300,75,0.8,0,16.9273687,1
40,6,0.168,0.023,300,75,0.8,0,24.14904052,1
-40,0,0.042,0.046,300,75,0.8,0,-15.70625994,0
-20,0,0.042,0.046,300,75,0.8,0,4.837417186,1
0,0,0.042,0.046,300,75,0.8,0,6.873268584,1
20,0,0.042,0.046,300,75,0.8,0,8.924352413,1
40,0,0.042,0.046,300,75,0.8,0,11.0422615,1
-40,2,0.042,0.046,300,75,0.8,0,-17.59868062,0
-20,2,0.042,0.046,300,75,0.8,0,4.65371308,1
0,2,0.042,0.046,300,75,0.8,0,6.660339938,1
20,2,0.042,0.046,300,75,0.8,0,8.661856462,1
40,2,0.042,0.046,300,75,0.8,0,10.7408072,1
-40,4,0.042,0.046,300,75,0.8,0,-19.18217646,0
-20,4,0.042,0.046,300,75,0.8,0,3.423714591,1
0,4,0.042,0.046,300,75,0.8,0,6.327179502,1
20,4,0.042,0.046,300,75,0.8,0,8.214717237,1
40,4,0.042,0.046,300,75,0.8,0,10.19876149,1
-40,6,0.042,0.046,300,75,0.8,0,-19.77057596,0
-20,6,0.042,0.046,300,75,0.8,0,1.767614485,1
0,6,0.042,0.046,300,75,0.8,0,6.054029582,1
20,6,0.042,0.046,300,75,0.8,0,7.839942175,1
40,6,0.042,0.046,300,75,0.8,0,9.645360131,1
-40,0,0.084,0.046,300,75,0.8,0,-12.00242815,0
-20,0,0.084,0.046,300,75,0.8,0,10.90843437,1
0,0,0.084,0.046,300,75,0.8,0,14.98013717,1
20,0,0.084,0.046,300,75,0.8,0,19.08230483,1
40,0,0.084,0.046,300,75,0.8,0,23.318123,1
-40,2,0.084,0.046,300,75,0.8,0,-14.12865791,0
-20,2,0.084,0.046,300,75,0.8,0,10.54102616,1
0,2,0.084,0.046,300,75,0.8,0,14.55427988,1
20,2,0.084,0.046,300,75,0.8,0,18.55731292,1
40,2,0.084,0.046,300,75,0.8,0,22.71521439,1
-40,4,0.084,0.046,300,75,0.8,0,-15.96725083,0
-20,4,0.084,0.046,300,75,0.8,0,9.051524411,1
0,4,0.084,0.046,300,75,0.8,0,13.887959,1
20,4,0.084,0.046,300,75,0.8,0,17.66303447,1
40,4,0.084,0.046,300,75,0.8,0,21.63112299,1
-40,6,0.084,0.046,300,75,0.8,0,-16.60557643,0
-20,6,0.084,0.046,300,75,0.8,0,7.298638453,1
0,6,0.084,0.046,300,75,0.8,0,13.34165916,1
20,6,0.084,0.046,300,75,0.8,0,16.91348435,1
40,6,0.084,0.046,300,75,0.8,0,20.52432026,1
-40,0,0.168,0.046,300,75,0.8,0,-4.594764577,0
-20,0,0.168,0.046,300,75,0.8,0,23.05046875,1
0,0,0.168,0.046,300,75,0.8,0,31.19387433,1
20,0,0.168,0.046,300,75,0.8,0,39.39820965,1
40,0,0.168,0.046,300,75,0.8,0,47.86984601,1
-40,2,0.168,0.046,300,75,0.8,0,-7.188612487,0
-20,2,0.168,0.046,300,75,0.8,0,22.31565232,1
0,2,0.168,0.046,300,75,0.8,0,30.34215975,1
20,2,0.168,0.046,300,75,0.8,0,38.34822585,1
40,2,0.168,0.046,300,75,0.8,0,46.66402878,1
-40,4,0.168,0.046,300,75,0.8,0,-9.537399571,0
-20,4,0.168,0.046,300,75,0.8,0,20.30714405,1
0,4,0.168,0.046,300,75,0.8,0,29.00951801,1
20,4,0.168,0.046,300,75,0.8,0,36.55966895,1
40,4,0.168,0.046,300,75,0.8,0,44.49584597,1
-40,6,0.168,0.046,300,75,0.8,0,-10.27557736,0
-20,6,0.168,0.046,300,75,0.8,0,18.36068639,1
0,6,0.168,0.046,300,75,0.8,0,27.91691833,1
20,6,0.168,0.046,300,75,0.8,0,35.0605687,1
40,6,0.168,0.046,300,75,0.8,0,42.28224052,1
-40,0,0.042,0.092,300,75,0.8,0,2.383648324,1
-20,0,0.042,0.092,300,75,0.8,0,41.10381719,1
0,0,0.042,0.092,300,75,0.8,0,43.13966858,1
20,0,0.042,0.092,300,75,0.8,0,45.19075241,1
40,0,0.042,0.092,300,75,0.8,0,47.3086615,1
-40,2,0.042,0.092,300,75,0.8,0,-1.167383956,0
-20,2,0.042,0.092,300,75,0.8,0,40.92011308,1
0,2,0.042,0.092,300,75,0.8,0,42.92673994,1
20,2,0.042,0.092,300,75,0.8,0,44.92825646,1
40,2,0.042,0.092,300,75,0.8,0,47.0072072,1
-40,4,0.042,0.092,300,75,0.8,0,-4.079278541,0
-20,4,0.042,0.092,300,75,0.8,0,38.71961936,1
0,4,0.042,0.092,300,75,0.8,0,42.5935795,1
20,4,0.042,0.092,300,75,0.8,0,44.48111724,1
40,4,0.042,0.092,300,75,0.8,0,46.46516149,1
-40,6,0.042,0.092,300,75,0.8,0,-5.206151455,0
-20,6,0.042,0.092,300,75,0.8,0,35.504205,1
0,6,0.042,0.092,300,75,0.8,0,42.32042958,1
20,6,0.042,0.092,300,75,0.8,0,44.10634218,1
40,6,0.042,0.092,300,75,0.8,0,45.91176013,1
-40,0,0.084,0.092,300,75,0.8,0,6.087480113,1
-20,0,0.084,0.092,300,75,0.8,0,47.17483437,1
0,0,0.084,0.092,300,75,0.8,0,51.24653717,1
20,0,0.084,0.092,300,75,0.8,0,55.34870483,1
40,0,0.084,0.092,300,75,0.8,0,59.584523,1
-40,2,0.084,0.092,300,75,0.8,0,2.302638756,1
-20,2,0.084,0.092,300,75,0.8,0,46.80742616,1
0,2,0.084,0.092,300,75,0.8,0,50.82067988,1
20,2,0.084,0.092,300,75,0.8,0,54.82371292,1
40,2,0.084,0.092,300,75,0.8,0,58.98161439,1
-40,4,0.084,0.092,300,75,0.8,0,-0.864352913,0
-20,4,0.084,0.092,300,75,0.8,0,44.34742918,1
0,4,0.084,0.092,300,75,0.8,0,50.154359,1
20,4,0.084,0.092,300,75,0.8,0,53.92943447,1
40,4,0.084,0.092,300,75,0.8,0,57.89752299,1
-40,6,0.084,0.092,300,75,0.8,0,-2.041151921,0
-20,6,0.084,0.092,300,75,0.8,0,41.03522897,1
0,6,0.084,0.092,300,75,0.8,0,49.60805916,1
20,6,0.084,0.092,300,75,0.8,0,53.17988435,1
40,6,0.084,0.092,300,75,0.8,0,56.79072026,1
-40,0,0.168,0.092,300,75,0.8,0,13.49514369,1
-20,0,0.168,0.092,300,75,0.8,0,59.31686875,1
0,0,0.168,0.092,300,75,0.8,0,67.46027433,1
20,0,0.168,0.092,300,75,0.8,0,75.66460965,1
40,0,0.168,0.092,300,75,0.8,0,84.13624601,1
-40,2,0.168,0.092,300,75,0.8,0,9.242684179,1
-20,2,0.168,0.092,300,75,0.8,0,58.58205232,1
0,2,0.168,0.092,300,75,0.8,0,66.60855975,1
20,2,0.168,0.092,300,75,0.8,0,74.61462585,1
40,2,0.168,0.092,300,75,0.8,0,82.93042878,1
-40,4,0.168,0.092,300,75,0.8,0,5.565498344,1
-20,4,0.168,0.092,300,75,0.8,0,55.60304882,1
0,4,0.168,0.092,300,75,0.8,0,65.27591801,1
20,4,0.168,0.092,300,75,0.8,0,72.82606895,1
40,4,0.168,0.092,300,75,0.8,0,80.76224597,1
-40,6,0.168,0.092,300,75,0.8,0,4.288847147,1
-20,6,0.168,0.092,300,75,0.8,0,52.09727691,1
0,6,0.168,0.092,300,75,0.8,0,64.18331833,1
20,6,0.168,0.092,300,75,0.8,0,71.3269687,1
40,6,0.168,0.092,300,75,0.8,0,78.54864052,1
-40,0,0.042,0.023,100,100,0.8,0,-7.251214077,0
-20,0,0.042,0.023,100,100,0.8,0,4.204217186,1
0,0,0.042,0.023,100,100,0.8,0,6.240068584,1
20,0,0.042,0.023,100,100,0.8,0,8.291152413,1
40,0,0.042,0.023,100,100,0.8,0,10.4090615,1
-40,2,0.042,0.023,100,100,0.8,0,-8.314328955,0
-20,2,0.042,0.023,100,100,0.8,0,4.02051308,1
0,2,0.042,0.023,100,100,0.8,0,6.027139938,1
20,2,0.042,0.023,100,100,0.8,0,8.028656462,1
40,2,0.042,0.023,100,100,0.8,0,10.1076072,1
-40,4,0.042,0.023,100,100,0.8,0,-9.233625414,0
-20,4,0.042,0.023,100,100,0.8,0,3.275762205,1
0,4,0.042,0.023,100,100,0.8,0,5.693979502,1
20,4,0.042,0.023,100,100,0.8,0,7.581517237,1
40,4,0.042,0.023,100,100,0.8,0,9.565561493,1
-40,6,0.042,0.023,100,100,0.8,0,-9.552788213,0
-20,6,0.042,0.023,100,100,0.8,0,2.399319227,1
0,6,0.042,0.023,100,100,0.8,0,5.420829582,1
20,6,0.042,0.023,100,100,0.8,0,7.206742175,1
40,6,0.042,0.023,100,100,0.8,0,9.012160131,1
-40,0,0.084,0.023,100,100,0.8,0,-3.547382288,0
-20,0,0.084,0.023,100,100,0.8,0,10.27523437,1
0,0,0.084,0.023,100,100,0.8,0,14.34693717,1
20,0,0.084,0.023,100,100,0.8,0,18.44910483,1
40,0,0.084,0.023,100,100,0.8,0,22.684923,1
-40,2,0.084,0.023,100,100,0.8,0,-4.844306243,0
-20,2,0.084,0.023,100,100,0.8,0,9.907826161,1
0,2,0.084,0.023,100,100,0.8,0,13.92107988,1
20,2,0.084,0.023,100,100,0.8,0,17.92411292,1
40,2,0.084,0.023,100,100,0.8,0,22.08201439,1
-40,4,0.084,0.023,100,100,0.8,0,-6.018699786,0
-20,4,0.084,0.023,100,100,0.8,0,8.903572025,1
0,4,0.084,0.023,100,100,0.8,0,13.254759,1
20,4,0.084,0.023,100,100,0.8,0,17.02983447,1
40,4,0.084,0.023,100,100,0.8,0,20.99792299,1
-40,6,0.084,0.023,100,100,0.8,0,-6.387788679,0
-20,6,0.084,0.023,100,100,0.8,0,7.930343195,1
0,6,0.084,0.023,100,100,0.8,0,12.70845916,1
20,6,0.084,0.023,100,100,0.8,0,16.28028435,1
40,6,0.084,0.023,100,100,0.8,0,19.89112026,1
-40,0,0.168,0.023,100,100,0.8,0,3.86028129,1
-20,0,0.168,0.023,100,100,0.8,0,22.41726875,1
0,0,0.168,0.023,100,100,0.8,0,30.56067433,1
20,0,0.168,0.023,100,100,0.8,0,38.76500965,1
40,0,0.168,0.023,100,100,0.8,0,47.23664601,1
-40,2,0.168,0.023,100,100,0.8,0,2.09573918,1
-20,2,0.168,0.023,100,100,0.8,0,21.68245232,1
0,2,0.168,0.023,100,100,0.8,0,29.70895975,1
20,2,0.168,0.023,100,100,0.8,0,37.71502585,1
40,2,0.168,0.023,100,100,0.8,0,46.03082878,1
-40,4,0.168,0.023,100,100,0.8,0,0.411151471,1
-20,4,0.168,0.023,100,100,0.8,0,20.15919166,1
0,4,0.168,0.023,100,100,0.8,0,28.37631801,1
20,4,0.168,0.023,100,100,0.8,0,35.92646895,1
40,4,0.168,0.023,100,100,0.8,0,43.86264597,1
-40,6,0.168,0.023,100,100,0.8,0,-0.05778961,0
-20,6,0.168,0.023,100,100,0.8,0,18.99239113,1
0,6,0.168,0.023,100,100,0.8,0,27.28371833,1
20,6,0.168,0.023,100,100,0.8,0,34.4273687,1
40,6,0.168,0.023,100,100,0.8,0,41.64904052,1
-40,0,0.042,0.046,100,100,0.8,0,1.793740056,1
-20,0,0.042,0.046,100,100,0.8,0,22.33741719,1
0,0,0.042,0.046,100,100,0.8,0,24.37326858,1
20,0,0.042,0.046,100,100,0.8,0,26.42435241,1
40,0,0.042,0.046,100,100,0.8,0,28.5422615,1
-40,2,0.042,0.046,100,100,0.8,0,-0.098680622,0
-20,2,0.042,0.046,100,100,0.8,0,22.15371308,1
0,2,0.042,0.046,100,100,0.8,0,24.16033994,1
20,2,0.042,0.046,100,100,0.8,0,26.16185646,1
40,2,0.042,0.046,100,100,0.8,0,28.2408072,1
-40,4,0.042,0.046,100,100,0.8,0,-1.682176456,0
-20,4,0.042,0.046,100,100,0.8,0,20.92371459,1
0,4,0.042,0.046,100,100,0.8,0,23.8271795,1
20,4,0.042,0.046,100,100,0.8,0,25.71471724,1
40,4,0.042,0.046,100,100,0.8,0,27.69876149,1
-40,6,0.042,0.046,100,100,0.8,0,-2.270575961,0
-20,6,0.042,0.046,100,100,0.8,0,19.26761448,1
0,6,0.042,0.046,100,100,0.8,0,23.55402958,1
20,6,0.042,0.046,100,100,0.8,0,25.33994218,1
40,6,0.042,0.046,100,100,0.8,0,27.14536013,1
-40,0,0.084,0.046,100,100,0.8,0,5.497571845,1
-20,0,0.084,0.046,100,100,0.8,0,28.40843437,1
0,0,0.084,0.046,100,100,0.8,0,32.48013717,1
20,0,0.084,0.046,100,100,0.8,0,36.58230483,1
40,0,0.084,0.046,100,100,0.8,0,40.818123,1
-40,2,0.084,0.046,100,100,0.8,0,3.37134209,1
-20,2,0.084,0.046,100,100,0.8,0,28.04102616,1
0,2,0.084,0.046,100,100,0.8,0,32.05427988,1
20,2,0.084,0.046,100,100,0.8,0,36.05731292,1
40,2,0.084,0.046,100,100,0.8,0,40.21521439,1
-40,4,0.084,0.046,100,100,0.8,0,1.532749172,1
-20,4,0.084,0.046,100,100,0.8,0,26.55152441,1
0,4,0.084,0.046,100,100,0.8,0,31.387959,1
20,4,0.084,0.046,100,100,0.8,0,35.16303447,1
40,4,0.084,0.046,100,100,0.8,0,39.13112299,1
-40,6,0.084,0.046,100,100,0.8,0,0.894423574,1
-20,6,0.084,0.046,100,100,0.8,0,24.79863845,1
0,6,0.084,0.046,100,100,0.8,0,30.84165916,1
20,6,0.084,0.046,100,100,0.8,0,34.41348435,1
40,6,0.084,0.046,100,100,0.8,0,38.02432026,1
-40,0,0.168,0.046,100,100,0.8,0,12.90523542,1
-20,0,0.168,0.046,100,100,0.8,0,40.55046875,1
0,0,0.168,0.046,100,100,0.8,0,48.69387433,1
20,0,0.168,0.046,100,100,0.8,0,56.89820965,1
40,0,0.168,0.046,100,100,0.8,0,65.36984601,1
-40,2,0.168,0.046,100,100,0.8,0,10.31138751,1
-20,2,0.168,0.046,100,100,0.8,0,39.81565232,1
0,2,0.168,0.046,100,100,0.8,0,47.84215975,1
20,2,0.168,0.046,100,100,0.8,0,55.84822585,1
40,2,0.168,0.046,100,100,0.8,0,64.16402878,1
-40,4,0.168,0.046,100,100,0.8,0,7.962600429,1
-20,4,0.168,0.046,100,100,0.8,0,37.80714405,1
0,4,0.168,0.046,100,100,0.8,0,46.50951801,1
20,4,0.168,0.046,100,100,0.8,0,54.05966895,1
40,4,0.168,0.046,100,100,0.8,0,61.99584597,1
-40,6,0.168,0.046,100,100,0.8,0,7.224422642,1
-20,6,0.168,0.046,100,100,0.8,0,35.86068639,1
0,6,0.168,0.046,100,100,0.8,0,45.41691833,1
20,6,0.168,0.046,100,100,0.8,0,52.5605687,1
40,6,0.168,0.046,100,100,0.8,0,59.78224052,1
-40,0,0.042,0.092,100,100,0.8,0,19.88364832,1
-20,0,0.042,0.092,100,100,0.8,0,58.60381719,1
0,0,0.042,0.092,100,100,0.8,0,60.63966858,1
20,0,0.042,0.092,100,100,0.8,0,62.69075241,1
40,0,0.042,0.092,100,100,0.8,0,64.8086615,1
-40,2,0.042,0.092,100,100,0.8,0,16.33261604,1
-20,2,0.042,0.092,100,100,0.8,0,58.42011308,1
0,2,0.042,0.092,100,100,0.8,0,60.42673994,1
20,2,0.042,0.092,100,100,0.8,0,62.42825646,1
40,2,0.042,0.092,100,100,0.8,0,64.5072072,1
-40,4,0.042,0.092,100,100,0.8,0,13.42072146,1
-20,4,0.042,0.092,100,100,0.8,0,56.21961936,1
0,4,0.042,0.092,100,100,0.8,0,60.0935795,1
20,4,0.042,0.092,100,100,0.8,0,61.98111724,1
40,4,0.042,0.092,100,100,0.8,0,63.96516149,1
-40,6,0.042,0.092,100,100,0.8,0,12.29384854,1
-20,6,0.042,0.092,100,100,0.8,0,53.004205,1
0,6,0.042,0.092,100,100,0.8,0,59.82042958,1
20,6,0.042,0.092,100,100,0.8,0,61.60634218,1
40,6,0.042,0.092,100,100,0.8,0,63.41176013,1
-40,0,0.084,0.092,100,100,0.8,0,23.58748011,1
-20,0,0.084,0.092,100,100,0.8,0,64.67483437,1
0,0,0.084,0.092,100,100,0.8,0,68.74653717,1
20,0,0.084,0.092,100,100,0.8,0,72.84870483,1
40,0,0.084,0.092,100,100,0.8,0,77.084523,1
-40,2,0.084,0.092,100,100,0.8,0,19.80263876,1
-20,2,0.084,0.092,100,100,0.8,0,64.30742616,1
0,2,0.084,0.092,100,100,0.8,0,68.32067988,1
20,2,0.084,0.092,100,100,0.8,0,72.32371292,1
40,2,0.084,0.092,100,100,0.8,0,76.48161439,1
-40,4,0.084,0.092,100,100,0.8,0,16.63564709,1
-20,4,0.084,0.092,100,100,0.8,0,61.84742918,1
0,4,0.084,0.092,100,100,0.8,0,67.654359,1
20,4,0.084,0.092,100,100,0.8,0,71.42943447,1
40,4,0.084,0.092,100,100,0.8,0,75.39752299,1
-40,6,0.084,0.092,100,100,0.8,0,15.45884808,1
-20,6,0.084,0.092,100,100,0.8,0,58.53522897,1
0,6,0.084,0.092,100,100,0.8,0,67.10805916,1
20,6,0.084,0.092,100,100,0.8,0,70.67988435,1
40,6,0.084,0.092,100,100,0.8,0,74.29072026,1
-40,0,0.168,0.092,100,100,0.8,0,30.99514369,1
-20,0,0.168,0.092,100,100,0.8,0,76.81686875,1
0,0,0.168,0.092,100,100,0.8,0,84.96027433,1
20,0,0.168,0.092,100,100,0.8,0,93.16460965,1
40,0,0.168,0.092,100,100,0.8,0,101.636246,1
-40,2,0.168,0.092,100,100,0.8,0,26.74268418,1
-20,2,0.168,0.092,100,100,0.8,0,76.08205232,1
0,2,0.168,0.092,100,100,0.8,0,84.10855975,1
20,2,0.168,0.092,100,100,0.8,0,92.11462585,1
40,2,0.168,0.092,100,100,0.8,0,100.4304288,1
-40,4,0.168,0.092,100,100,0.8,0,23.06549834,1
-20,4,0.168,0.092,100,100,0.8,0,73.10304882,1
0,4,0.168,0.092,100,100,0.8,0,82.77591801,1
20,4,0.168,0.092,100,100,0.8,0,90.32606895,1
40,4,0.168,0.092,100,100,0.8,0,98.26224597,1
-40,6,0.168,0.092,100,100,0.8,0,21.78884715,1
-20,6,0.168,0.092,100,100,0.8,0,69.59727691,1
0,6,0.168,0.092,100,100,0.8,0,81.68331833,1
20,6,0.168,0.092,100,100,0.8,0,88.8269687,1
40,6,0.168,0.092,100,100,0.8,0,96.04864052,1
-40,0,0.042,0.023,200,100,0.8,0,-17.25121408,0
-20,0,0.042,0.023,200,100,0.8,0,-5.795782814,0
0,0,0.042,0.023,200,100,0.8,0,-3.759931416,0
20,0,0.042,0.023,200,100,0.8,0,-1.708847587,0
40,0,0.042,0.023,200,100,0.8,0,0.409061502,1
-40,2,0.042,0.023,200,100,0.8,0,-18.31432896,0
-20,2,0.042,0.023,200,100,0.8,0,-5.97948692,0
0,2,0.042,0.023,200,100,0.8,0,-3.972860062,0
20,2,0.042,0.023,200,100,0.8,0,-1.971343538,0
40,2,0.042,0.023,200,100,0.8,0,0.107607195,1
-40,4,0.042,0.023,200,100,0.8,0,-19.23362541,0
-20,4,0.042,0.023,200,100,0.8,0,-6.724237795,0
0,4,0.042,0.023,200,100,0.8,0,-4.306020498,0
20,4,0.042,0.023,200,100,0.8,0,-2.418482763,0
40,4,0.042,0.023,200,100,0.8,0,-0.434438507,0
-40,6,0.042,0.023,200,100,0.8,0,-19.55278821,0
